"X","Y","T","date","hour"
6.2459500621479,6.43849406912812,7.82291666666667,2006-02-03,21
6.4195430115411,6.43854351018398,7.82361111111111,2006-02-03,21
6.33274883120175,6.43851831426061,7.82361111111111,2006-02-03,21
6.3327787664379,6.32751113565348,7.82361111111111,2006-02-03,21
6.33274631815996,6.43851831426061,7.82430555555556,2006-02-03,21
4.4233534851874,3.66303041878046,7.90208333333333,2006-02-04,23
7.54813609919667,5.88392190034449,7.92222222222222,2006-02-04,23
5.63824693664885,7.10439444916925,8.00347222222222,2006-02-04,1
5.11787576710415,4.32913205582593,8.24861111111111,2006-02-04,7
4.33652737878222,3.66302708985182,8.40902777777778,2006-02-04,11
6.50719107144149,3.66339564984056,8.41111111111111,2006-02-04,11
4.59680247294737,6.77123572091956,8.43888888888889,2006-02-04,12
4.07604823304538,3.7740295608083,8.68125,2006-02-04,17
4.85746452292283,3.88507484881692,8.72708333333333,2006-02-04,18
6.33309397106108,5.21744035561281,8.98958333333333,2006-02-05,1
6.07258158702528,5.55039150764718,9.01527777777778,2006-02-05,1
6.07261126007179,5.4393844742575,9.01597222222222,2006-02-05,1
4.59699302628012,3.88505344915857,9.49861111111111,2006-02-05,13
3.64187240741036,2.88598793333636,9.51041666666667,2006-02-05,13
6.07260940800154,5.4393844742575,9.62708333333333,2006-02-05,16
3.72876148845939,4.1070575282116,9.88541666666667,2006-02-06,22
4.94424026396163,4.32911113288791,9.97569444444444,2006-02-06,24
4.94423979461352,4.32911113288791,9.97916666666667,2006-02-06,1
5.03105774124659,4.32912111883401,9.97916666666667,2006-02-06,1
4.94422715305318,4.44011798942999,9.97916666666667,2006-02-06,1
4.94424030417758,4.32911113288791,9.98055555555556,2006-02-06,1
4.51001577184838,6.66022325347029,9.98611111111111,2006-02-06,1
3.29456273323466,3.21903450386741,11.2618055555556,2006-02-07,7
4.85747550413124,3.77406808073261,11.7048611111111,2006-02-07,18
3.9023823298496,3.10799122018665,11.9743055555556,2006-02-08,24
6.50644159383636,6.10554817837462,12.9722222222222,2006-02-09,24
5.20472860140999,4.10713028501259,13.2444444444444,2006-02-09,7
6.76668972890732,6.549660996908,13.8201388888889,2006-02-09,21
7.28826876200071,4.55172828342734,14.7770833333333,2006-02-10,20
5.29109062344658,7.10433360375394,15.4652777777778,2006-02-11,12
4.2497170120517,2.8859779455704,15.7611111111111,2006-02-11,19
3.81561854058565,5.21712321843591,15.7951388888889,2006-02-11,20
4.59703613036611,3.21901310241186,15.8256944444444,2006-02-11,21
5.03077889918985,6.66026889008947,15.8611111111111,2006-02-12,22
6.680332599518,5.21754686045146,15.9111111111111,2006-02-12,23
5.20441229309034,6.3272701071293,15.9729166666667,2006-02-12,24
4.94419191037964,4.77313866609924,15.9909722222222,2006-02-12,1
5.29100623628191,7.65937034825183,16.0048611111111,2006-02-12,1
4.24963032802153,6.77122050892701,16.0506944444444,2006-02-12,2
5.03064465170087,7.77034210479818,16.0576388888889,2006-02-12,2
6.50613414606974,7.10461311238084,16.0638888888889,2006-02-12,3
6.76657749992549,6.88268269321817,16.3777777777778,2006-02-12,10
5.03112400846583,3.7740871029174,16.6493055555556,2006-02-12,17
3.81567085334888,6.77122288580009,16.6972222222222,2006-02-12,18
4.68357790206718,6.99325643274357,16.6993055555556,2006-02-12,18
5.11781988554048,4.77315958786462,16.7048611111111,2006-02-12,18
5.81267585788682,3.21918621641405,16.7243055555556,2006-02-12,18
3.6418900993285,3.2190078709441,16.9465277777778,2006-02-13,24
4.1628574250846,5.21711941469178,17.5527777777778,2006-02-13,14
4.85747593222708,3.77406808073261,17.5527777777778,2006-02-13,14
5.03079201946344,6.54926167089739,17.7680555555556,2006-02-13,19
4.50998273836713,7.21525963072534,17.7680555555556,2006-02-13,19
6.68022225375057,5.5505678988728,17.9361111111111,2006-02-14,23
4.3365387842012,3.33000694236149,17.9611111111111,2006-02-14,24
4.94426354733547,4.10709747312198,17.9930555555556,2006-02-14,1
4.51020388478787,3.2190078709441,18.6118055555556,2006-02-14,16
4.85746562250159,3.88507484881692,18.6729166666667,2006-02-14,17
4.85746506270488,3.88507484881692,18.6736111111111,2006-02-14,17
3.72875146144578,3.88504393819931,18.7402777777778,2006-02-14,19
3.55510249822713,3.88505344915857,18.7402777777778,2006-02-14,19
5.03075371773484,6.88228338399134,19.2458333333333,2006-02-15,7
4.85737722171369,4.77312963169884,19.3034722222222,2006-02-15,8
4.94396082855124,6.88227340126006,19.3201388888889,2006-02-15,9
3.98921228799715,3.10798979340341,19.7444444444444,2006-02-15,19
5.72507917668516,6.88239747234285,19.7631944444444,2006-02-15,19
5.63828907900935,6.88237988372083,19.7631944444444,2006-02-15,19
4.42322623420048,6.54921175514499,19.79375,2006-02-15,20
4.94432482026388,3.55206363316922,19.9534722222222,2006-02-16,24
4.68352699804622,7.65930047599031,20.5847222222222,2006-02-16,15
4.16287997540595,3.10798979340341,20.6819444444444,2006-02-16,17
4.16288056214745,3.10798979340341,20.6833333333333,2006-02-16,17
5.2914320468012,4.88419124096712,21.6951388888889,2006-02-17,18
5.29143155581406,4.88419124096712,21.6979166666667,2006-02-17,18
5.37778878470795,7.659384132576,21.7090277777778,2006-02-17,18
4.77055267844974,4.88412847654903,21.7826388888889,2006-02-17,20
5.29143017386004,4.88419124096712,21.8083333333333,2006-02-17,20
4.51008918183187,5.32813782646014,21.83125,2006-02-17,21
5.37819008534101,5.21722591953183,21.8402777777778,2006-02-17,21
5.03100648547066,4.77314865148594,21.9291666666667,2006-02-18,23
4.94416868744868,4.99515254008849,21.9291666666667,2006-02-18,23
4.07604717894761,5.21711893922341,22.6722222222222,2006-02-18,17
5.37846351418284,3.55212307916002,23.0340277777778,2006-02-19,2
4.07604507036631,2.99698267178396,23.71875,2006-02-19,18
4.9442136879399,4.55112486378827,23.9680555555556,2006-02-20,24
5.03103256181005,4.55113484945538,23.9680555555556,2006-02-20,24
5.37826069404276,4.77319810293269,24.4027777777778,2006-02-20,11
5.03107195322074,4.21811428021574,24.6618055555556,2006-02-20,17
5.11783363591535,4.6621526780595,24.8048611111111,2006-02-20,20
4.51017829866302,3.66303469883279,25.7152777777778,2006-02-21,18
3.55505249103629,3.10800643921361,25.8180555555556,2006-02-21,21
3.64188317341379,3.10800120767363,25.8451388888889,2006-02-21,21
3.9892093587999,2.77496990744986,25.8555555555556,2006-02-22,22
3.98921121460673,2.77496990744986,25.9277777777778,2006-02-22,23
5.55187168006416,4.88423546135116,26.8472222222222,2006-02-22,21
7.027694444789,4.88464770945621,26.8847222222222,2006-02-23,22
4.85746379091235,3.88507484881692,27.6722222222222,2006-02-23,17
5.3777537512501,7.88139896134424,27.6729166666667,2006-02-23,17
3.90246113945232,6.77122050892701,27.8277777777778,2006-02-23,21
5.63855216550925,5.55029404079623,28.84375,2006-02-24,21
5.98588424502374,5.10634208632936,28.84375,2006-02-24,21
7.11454943819893,4.77367359760174,28.8493055555556,2006-02-24,21
3.72877710303651,4.44007804619784,28.9131944444444,2006-02-25,23
3.72877393387895,4.44007804619784,28.9145833333333,2006-02-25,23
3.72877545036838,4.44007804619784,28.9152777777778,2006-02-25,23
3.72877457721566,4.44007804619784,28.9166666666667,2006-02-25,23
3.98925357774085,6.66021184431406,28.9715277777778,2006-02-25,24
5.03123475515804,2.88603359169471,28.9875,2006-02-25,1
4.33650897956289,4.21806102108207,29.8270833333333,2006-02-25,21
6.15915501724734,6.43847077478509,29.8354166666667,2006-02-25,21
5.63853209053996,5.66130109370581,31.4263888888889,2006-02-27,11
4.16283954173575,6.88222633981484,32.6048611111111,2006-02-28,16
6.33306188126696,5.32844735181227,32.6319444444444,2006-02-28,16
4.42329986669858,4.884105653124,32.7520833333333,2006-02-28,19
5.89909693312886,4.99531467923016,32.7840277777778,2006-02-28,20
5.89874085819446,6.54941379509278,32.9388888888889,2006-03-01,24
4.77065973051107,3.66305324572339,33.5097222222222,2006-03-01,13
4.85746256001764,3.88507484881692,33.6506944444444,2006-03-01,17
5.29158680284981,3.88512953683129,33.7048611111111,2006-03-01,18
4.94425350366787,4.21810429412941,33.8222222222222,2006-03-01,21
3.64188344734025,3.10800120767363,33.8236111111111,2006-03-01,21
7.63518494150395,5.32892519048369,34.5805555555556,2006-03-02,15
5.11781800379461,4.77315958786462,34.5819444444444,2006-03-02,15
3.98921825641434,3.33000313771238,34.9291666666667,2006-03-03,23
3.81560897459478,4.88410232470803,34.95,2006-03-03,24
3.81560761320677,4.88410232470803,34.96875,2006-03-03,24
5.20463509452465,4.77317147523104,35.1277777777778,2006-03-03,4
5.20463202206987,4.77317147523104,36.8194444444444,2006-03-04,21
4.42322703007228,6.54921175514499,36.9055555555556,2006-03-05,23
4.42323127799493,6.43820455371245,36.9513888888889,2006-03-05,24
5.98585823115818,5.21734906575072,37.0027777777778,2006-03-05,1
4.77063991892988,3.88506676450212,37.0215277777778,2006-03-05,2
6.41954299491819,6.43854351018398,38.0555555555556,2006-03-06,2
6.33274751152075,6.43851831426061,38.0555555555556,2006-03-06,2
5.29119287909161,6.43829012477183,38.6395833333333,2006-03-06,16
4.1628583704435,4.88409852080386,39.8388888888889,2006-03-07,21
4.59704190205925,3.10800643921361,40.1298611111111,2006-03-08,4
5.0310596052091,4.32912111883401,40.1319444444444,2006-03-08,4
5.72545144416903,5.1062836029422,40.1465277777778,2006-03-08,5
3.38136681608203,2.88600648204541,40.6493055555556,2006-03-08,17
3.55502177231726,2.66397996020917,40.7395833333333,2006-03-08,19
5.81226149842627,5.1063021464551,41.7472222222222,2006-03-09,19
3.98921467795859,3.21899645683392,41.8305555555556,2006-03-09,21
4.0760465003104,2.55295626113389,42.9131944444444,2006-03-11,23
6.41954448767863,6.43854351018398,43.0590277777778,2006-03-11,2
4.51003377079355,6.32720164932133,43.5819444444444,2006-03-11,15
5.55178733942355,5.32826334826191,43.6861111111111,2006-03-11,17
4.94414185999944,5.21716648602794,43.6881944444444,2006-03-11,18
5.291432742405,4.88419124096712,43.6881944444444,2006-03-11,18
4.24968214898453,4.44007234002223,43.7194444444444,2006-03-11,18
4.77063883004099,3.88506676450212,43.7722222222222,2006-03-11,20
6.15962167793256,4.66235809463459,43.8958333333333,2006-03-12,23
5.89909750841689,4.99531467923016,43.8965277777778,2006-03-12,23
4.33643285854347,6.54920842742865,43.9486111111111,2006-03-12,24
4.94436027052412,3.21904354003951,43.9902777777778,2006-03-12,1
5.72508148701183,6.88239747234285,43.9923611111111,2006-03-12,1
5.20464853646769,4.66216456559303,44.4319444444444,2006-03-12,11
5.55191082765395,4.6622216257531,44.4326388888889,2006-03-12,11
5.63820171363576,7.32640908913832,44.7881944444444,2006-03-12,20
3.64193409082284,3.99605500423569,44.9930555555556,2006-03-13,1
6.33303247540258,5.43945436609839,45.8152777777778,2006-03-13,21
5.8990230803197,5.32833561839073,45.8152777777778,2006-03-13,21
5.03109876823093,3.99610065619975,46.76875,2006-03-14,19
6.24595013877075,6.43849406912812,46.7763888888889,2006-03-14,20
4.50999664142438,6.99324502406744,47.7666666666667,2006-03-15,19
5.37791717660191,6.88233282227704,48.8006944444444,2006-03-16,20
4.33651901099321,3.88504060936272,49.4395833333333,2006-03-17,12
3.64193160729547,3.99605500423569,49.9458333333333,2006-03-18,24
5.9859105124744,4.99533512492811,49.9472222222222,2006-03-18,24
6.3327157063411,6.54952551129719,50.0527777777778,2006-03-18,2
5.98588365042457,5.10634208632936,50.7833333333333,2006-03-18,20
4.68387545139509,3.10801262194385,51.0652777777778,2006-03-19,3
6.15967996144371,4.44034433440409,52.1097222222222,2006-03-20,4
5.37822723292891,4.99521197525787,52.725,2006-03-20,18
4.42332995239997,4.21806434977846,54.6916666666667,2006-03-22,18
4.33650932504652,4.21806102108207,54.6923611111111,2006-03-22,18
3.55509550994672,3.77404668077403,54.7263888888889,2006-03-22,18
3.81556362241603,3.55202035648499,54.7263888888889,2006-03-22,18
5.29144885105426,4.77318431358658,54.7354166666667,2006-03-22,19
4.85736607396556,4.88413655984415,56.3993055555556,2006-03-24,11
5.63868472200593,4.88425210343243,56.4930555555556,2006-03-24,13
5.29144846177499,4.77318431358658,56.4930555555556,2006-03-24,13
5.29143056860507,4.88419124096712,56.4930555555556,2006-03-24,13
5.03107427242049,4.21811428021574,56.8819444444444,2006-03-25,22
3.72881383166055,5.32813354730711,56.9326388888889,2006-03-25,23
4.9442747666397,3.99609066983442,57.0270833333333,2006-03-25,2
6.3327788540798,6.32751113565348,57.0430555555556,2006-03-25,2
4.16286484307621,4.44007091347832,57.04375,2006-03-25,2
3.72873574743355,3.5520236854618,57.7736111111111,2006-03-25,20
5.63896803652168,3.44116344666628,58.3625,2006-03-26,10
4.51016171771799,3.99605500423569,58.4840277777778,2006-03-26,13
4.42332152326407,4.32907118909634,58.5013888888889,2006-03-26,13
5.29144895941798,4.77318431358658,58.7534722222222,2006-03-26,19
3.46827924711292,3.88505963128267,58.7770833333333,2006-03-26,20
4.3364890573071,4.77309539608263,58.85,2006-03-27,21
4.59697700642869,4.10706703890604,58.9576388888889,2006-03-27,24
5.20464908649005,4.66216456559303,59.6340277777778,2006-03-27,16
3.20778093506983,3.66307036592848,59.7381944444444,2006-03-27,19
4.33650268176864,4.44007471759494,59.7590277777778,2006-03-27,19
6.8542625777789,4.32955051457937,59.8381944444444,2006-03-28,21
3.64192648761097,3.88504821813127,59.8597222222222,2006-03-28,22
5.29160179944935,3.77412276951315,59.9555555555556,2006-03-28,24
5.37826269111859,4.77319810293269,60.73125,2006-03-28,19
3.55510905845417,3.99606023519077,60.7694444444444,2006-03-28,19
5.37826227253658,4.77319810293269,60.7770833333333,2006-03-28,20
3.64192754144767,3.88504821813127,60.8159722222222,2006-03-29,21
5.1178193619573,4.77315958786462,60.8506944444444,2006-03-29,21
3.81554987608416,3.10799359816014,60.98125,2006-03-29,1
5.20426934598853,7.32633541120801,61.6881944444444,2006-03-29,18
4.77055112093965,4.88412847654903,61.7027777777778,2006-03-29,18
6.680551324482,4.55150527018178,61.7263888888889,2006-03-29,18
4.6837655622526,4.55110061288037,62.0520833333333,2006-03-30,2
4.33654377785363,3.10799359816014,62.0881944444444,2006-03-30,3
4.33649469824129,4.6620884853782,62.1368055555556,2006-03-30,4
4.7703364577613,7.32628550035012,62.6263888888889,2006-03-30,16
4.77069710261819,3.21902641887423,62.9097222222222,2006-03-31,23
4.51020243617703,3.2190078709441,62.9097222222222,2006-03-31,23
4.68387495134084,3.10801262194385,62.9097222222222,2006-03-31,23
4.59705783852279,2.88599316502365,62.9104166666667,2006-03-31,23
4.59704389286535,3.10800643921361,62.9104166666667,2006-03-31,23
4.16287887588367,3.21899645683392,63.6826388888889,2006-03-31,17
5.11784910535453,4.55114578613997,63.7402777777778,2006-03-31,19
5.20433288575413,6.8823062016622,63.7965277777778,2006-03-31,20
4.51001483709189,6.66022325347029,63.9784722222222,2006-04-01,24
6.07263867068804,5.32837745899132,64.6152777777778,2006-04-01,16
6.07261029022582,5.4393844742575,64.6159722222222,2006-04-01,16
5.20464968808089,4.66216456559303,64.7583333333333,2006-04-01,19
5.29115953787832,6.66030454369838,64.8354166666667,2006-04-02,21
5.46501980527367,5.10623367809903,64.9756944444444,2006-04-02,24
3.55509020743723,3.66303993000739,66.4090277777778,2006-04-03,11
3.90238159505433,3.10799122018665,67.6222222222222,2006-04-04,16
5.20458744952938,5.10619231180125,67.9277777777778,2006-04-05,23
3.64192515942521,3.88504821813127,67.9520833333333,2006-04-05,24
3.90242839719347,5.21712084109547,68.7097222222222,2006-04-05,18
5.46505726185116,4.8842197702477,68.8229166666667,2006-04-06,21
7.20140891534921,4.66270045559212,69.7423611111111,2006-04-06,19
6.24640677009704,4.77338830080089,69.875,2006-04-07,22
4.33652773427253,3.66302708985182,69.8756944444444,2006-04-07,22
3.3814149137932,3.44103979727188,70.2972222222222,2006-04-07,8
6.76736855551978,4.5515342761685,70.4465277777778,2006-04-07,12
4.59696051230024,4.32908069952311,70.4652777777778,2006-04-07,12
4.51017375533296,3.77404144967449,70.8090277777778,2006-04-08,20
4.07604674900443,4.44007043796322,70.8506944444444,2006-04-08,21
4.1628627341065,4.55107778849656,70.8506944444444,2006-04-08,21
4.2496798125508,4.55107921502064,70.8631944444444,2006-04-08,22
4.16286479056431,4.55107778849656,70.8645833333333,2006-04-08,22
5.11763184894076,6.21625105833603,70.9493055555556,2006-04-08,24
5.20439689779371,6.43827728911419,70.95,2006-04-08,24
3.9892303771997,4.55107778849656,71.2076388888889,2006-04-08,6
6.33274702809867,6.43851831426061,71.4465277777778,2006-04-08,12
5.46494050597686,5.55026171032782,71.4715277777778,2006-04-08,12
4.07604667222814,6.77121860742741,72.9347222222222,2006-04-10,23
4.6835345754042,7.54829308864914,73.1229166666667,2006-04-10,4
3.98922543165746,4.21805721685925,73.4104166666667,2006-04-10,11
6.76737041791749,4.5515342761685,73.6798611111111,2006-04-10,17
4.42332855827851,4.21806434977846,73.6902777777778,2006-04-10,18
5.20463192818286,4.77317147523104,73.8409722222222,2006-04-11,21
6.76706708334822,5.43958987068952,73.8604166666667,2006-04-11,22
3.98922286437363,3.99604359124432,74.6847222222222,2006-04-11,17
4.33650089545489,4.44007471759494,74.7916666666667,2006-04-11,20
4.16284263962089,6.66021184431406,74.9430555555556,2006-04-12,24
4.77057096415978,4.66211463795281,76.6236111111111,2006-04-13,16
4.77057222739774,4.66211463795281,76.6263888888889,2006-04-13,16
4.85734577370803,5.10615047002802,76.7215277777778,2006-04-13,18
5.46529050681336,3.55213782176691,76.7395833333333,2006-04-13,19
4.24963194996135,6.77122050892701,76.99375,2006-04-14,1
5.72545110097446,5.1062836029422,77.0979166666667,2006-04-14,3
5.63864065554431,5.10626601037879,77.3034722222222,2006-04-14,8
3.64194531586389,4.21806862953055,77.4583333333333,2006-04-14,12
4.857462776007,3.88507484881692,77.5347222222222,2006-04-14,14
5.46523411962625,3.88515806970907,77.7173611111111,2006-04-14,18
5.46507579720979,4.77321284326795,78.2125,2006-04-15,6
5.63875038418025,4.55123137757889,78.30625,2006-04-15,8
4.85734242711853,5.10615047002802,78.44375,2006-04-15,12
5.3781723031931,5.32823291873511,78.4729166666667,2006-04-15,12
4.51011398194779,4.88410993251638,78.4819444444444,2006-04-15,13
5.11787514849222,4.32913205582593,78.5402777777778,2006-04-15,14
5.11778985575593,4.99517346126756,78.5909722222222,2006-04-15,15
5.63848745234792,5.88331525413343,78.9013888888889,2006-04-16,23
5.46501941377311,5.10623367809903,79.3201388888889,2006-04-16,9
4.94416593419578,4.99515254008849,79.3631944444444,2006-04-16,10
5.46498098101078,5.32824765803652,79.5416666666667,2006-04-16,14
3.90240350965475,4.10705182179665,79.8590277777778,2006-04-17,22
6.15968097454291,4.44034433440409,79.8590277777778,2006-04-17,22
3.64193243711154,3.99605500423569,79.8625,2006-04-17,22
5.29134561443747,5.43922614783744,79.8930555555556,2006-04-17,22
5.03104485407773,4.4401279752359,79.8951388888889,2006-04-17,22
4.51009951802915,5.10612384344518,79.8965277777778,2006-04-17,23
4.24967567025088,4.77309301860905,79.9,2006-04-17,23
6.42023225924181,4.10739658440705,79.9013888888889,2006-04-17,23
6.9408026853647,5.10662974851484,80.2770833333333,2006-04-17,8
6.0725533980332,5.6613985591915,80.4402777777778,2006-04-17,12
4.16287042671311,3.99604359124432,80.5784722222222,2006-04-17,15
5.03112762774618,3.7740871029174,81.075,2006-04-18,3
4.85720106477788,6.54924265537172,81.3354166666667,2006-04-18,9
4.4232954317085,4.99511259965341,81.3444444444444,2006-04-18,9
6.07269340218417,5.10636348269071,81.4041666666667,2006-04-18,11
3.20784130630778,4.21810429412941,81.4180555555556,2006-04-18,11
4.33649932581971,4.55108159256077,81.5361111111111,2006-04-18,14
4.77055148772878,4.88412847654903,81.5888888888889,2006-04-18,15
4.24964033935778,6.43819884897573,81.8708333333333,2006-04-19,22
4.59675116711885,7.5482869093816,82.3986111111111,2006-04-19,11
4.59675248870206,7.5482869093816,82.4006944444444,2006-04-19,11
4.68353425020797,7.54829308864914,82.4013888888889,2006-04-19,11
5.63886009804422,3.99619719108434,82.5347222222222,2006-04-19,14
6.50681626933822,4.88447082791726,83.5013888888889,2006-04-20,13
4.16286869594467,4.10705039519326,83.5368055555556,2006-04-20,14
4.94421603269822,4.55112486378827,83.6486111111111,2006-04-20,17
5.11781943186088,4.77315958786462,84.2090277777778,2006-04-21,6
6.59348921938904,5.32852580293785,84.3444444444444,2006-04-21,9
5.98596364927282,4.77332125605286,84.575,2006-04-21,15
6.50640586187711,6.21655531951255,84.9375,2006-04-22,23
5.55168706674576,5.88329861414959,84.9486111111111,2006-04-22,24
4.16286717578756,4.21805721685925,85.4784722222222,2006-04-22,12
4.77075668381287,2.55298670131783,85.6631944444444,2006-04-22,17
3.90239459760624,3.77403146302734,85.8097222222222,2006-04-23,20
5.46494129658654,5.55026171032782,86.2555555555555,2006-04-23,7
5.03107120630881,4.21811428021574,86.2840277777778,2006-04-23,8
5.37831760915182,4.44017742876167,86.6173611111111,2006-04-23,16
3.81560338444735,4.77309539608263,86.6451388888889,2006-04-23,16
4.51015503796143,4.10706180802459,87.1611111111111,2006-04-24,5
5.89899486609343,5.43934263424179,87.2027777777778,2006-04-24,6
5.55180881909354,5.21725634948492,87.2381944444444,2006-04-24,7
4.42336958675379,3.33001027143035,87.6291666666667,2006-04-24,16
5.20491874116112,2.77504981069648,87.7520833333333,2006-04-24,19
4.33652249579639,3.77403384079973,88.2916666666667,2006-04-25,8
4.9441417595842,5.21716648602794,88.4305555555556,2006-04-25,11
4.94413022532214,5.32817348606254,88.7138888888889,2006-04-25,18
3.55509350077863,3.77404668077403,89.7847222222222,2006-04-26,20
5.63853013758,5.66130109370581,90.14375,2006-04-27,4
6.85360384082025,6.21666941745341,90.2055555555556,2006-04-27,6
5.37830153376519,4.55118430228721,90.275,2006-04-27,8
5.72542877643009,5.21729058318357,90.4159722222222,2006-04-27,11
4.85752879624704,3.21903450386741,90.5263888888889,2006-04-27,14
4.24966837221785,5.10611385847627,90.5618055555556,2006-04-27,14
7.63513904293875,5.43993219807671,90.91875,2006-04-28,23
5.37806145251951,5.99427529499738,90.94375,2006-04-28,24
5.81226307840078,5.1063021464551,91.1055555555556,2006-04-28,4
5.37811819286355,5.66125402500809,91.2201388888889,2006-04-28,6
6.0727212154054,4.99535652158971,91.2805555555556,2006-04-28,8
6.07238746143035,6.32744125164289,91.3472222222222,2006-04-28,9
4.33648388820432,4.88410232470803,91.4090277777778,2006-04-28,11
6.33331585757597,4.44039188586944,91.4854166666667,2006-04-28,13
5.29158350486154,3.88512953683129,91.6895833333333,2006-04-28,18
5.81231005057309,4.88428824052135,91.8826388888889,2006-04-29,22
3.55501439602326,2.55297338373806,91.9333333333333,2006-04-29,23
4.77066747189869,3.55204651272338,92.2013888888889,2006-04-29,6
4.42334717866452,3.77403716968164,92.3451388888889,2006-04-29,9
6.2462554955379,5.32842310328223,92.4618055555556,2006-04-29,12
5.89927835657662,4.21826644916828,92.7444444444445,2006-04-29,19
5.03120513650865,3.10804686475311,93.0020833333333,2006-04-30,1
3.81560085087529,4.6620884853782,93.4472222222222,2006-04-30,12
4.3365548422447,2.77497371236664,93.7555555555555,2006-04-30,19
4.68376380310721,4.55110061288037,93.7798611111111,2006-04-30,20
5.81213942399681,5.66133722725272,93.8458333333333,2006-05-01,21
6.07263836169787,5.32837745899132,93.9340277777778,2006-05-01,23
6.33306354539469,5.32844735181227,93.9347222222222,2006-05-01,23
5.37824601691044,4.88420503011921,95.0722222222222,2006-05-02,3
5.37817052093568,5.32823291873511,97.4444444444444,2006-05-04,12
6.15976787497126,4.10732382760748,97.6229166666667,2006-05-04,16
4.68385768200796,3.3300259656127,98.5506944444444,2006-05-05,14
4.94397127229772,6.77126614490748,98.7263888888889,2006-05-05,18
4.94397199666549,6.77126614490748,98.7270833333333,2006-05-05,18
4.94397221933861,6.77126614490748,98.7375,2006-05-05,19
4.94398561542293,6.6602589070792,98.7381944444444,2006-05-05,19
3.98923289852775,4.77309159212463,98.7520833333333,2006-05-05,19
3.90238755424569,3.33000456445597,98.8423611111111,2006-05-06,21
3.9023811683777,3.10799122018665,98.8555555555556,2006-05-06,22
5.98585721172206,5.21734906575072,98.9166666666667,2006-05-06,23
3.64193172935055,3.99605500423569,98.9618055555556,2006-05-06,24
7.02765466258117,4.99565464839461,98.9722222222222,2006-05-06,24
5.6382038330757,7.32640908913832,99.6888888888889,2006-05-06,18
5.03076437206179,6.77127612777753,99.7020833333333,2006-05-06,18
5.03077829330629,6.66026889008947,99.7041666666667,2006-05-06,18
5.03077676967085,6.66026889008947,99.7069444444444,2006-05-06,18
5.20460207528252,4.99518534830256,99.7138888888889,2006-05-06,18
